Edad,Antiguedad,Plan,Gasto_Mensual,Reclamos,Churn,Gasto_Anual,Reclamos_Por_Año,Indice_Fidelidad
0.9215686274509803,0.8813559322033898,2,0.0958904109589041,3,0,612,0.34,5355
0.11764705882352944,0.576271186440678,2,0.228310502283105,7,0,960,1.22,5520
0.3529411764705882,0.6610169491525424,2,0.4429223744292238,1,0,1524,0.15,10033
0.37254901960784315,0.15254237288135591,0,0.6438356164383562,1,0,2052,0.63,3249
0.43137254901960786,0.728813559322034,0,0.8036529680365296,2,0,2472,0.28,17922
0.2549019607843137,0.652542372881356,0,0.6484018264840182,6,0,2064,0.92,13416
0.9019607843137255,0.6949152542372882,0,0.9908675799086758,2,0,2964,0.29,20501
0.019607843137254943,0.3559322033898305,0,0.8812785388127854,2,0,2676,0.56,9589
0.37254901960784315,0.25423728813559326,1,0.1506849315068493,4,0,756,1.55,1953
0.8039215686274509,0.923728813559322,2,0.091324200913242,2,1,600,0.22,5500
0.2549019607843137,0.6949152542372882,0,0.0410958904109589,4,1,468,0.58,3237
0.019607843137254943,0.9576271186440678,1,0.0639269406392694,3,0,528,0.32,5016
0.3137254901960784,0.46610169491525427,1,0.958904109589041,0,0,2880,0.0,13440
0.07843137254901966,0.44067796610169496,2,0.5525114155251142,1,1,1812,0.23,8003
0.9411764705882354,0.13559322033898305,1,0.8949771689497715,0,0,2712,0.0,3842
0.03921568627450983,0.3728813559322034,0,0.45205479452054786,2,0,1548,0.53,5805
0.6274509803921569,0.22033898305084745,0,0.3561643835616438,0,0,1296,0.0,2916
0.6666666666666666,0.2627118644067797,2,0.7579908675799086,0,0,2352,0.0,6272
0.4509803921568628,0.576271186440678,0,0.8310502283105022,2,1,2544,0.35,14628
0.23529411764705888,0.5847457627118644,1,0.273972602739726,1,0,1080,0.17,6300
0.4901960784313726,0.7033898305084746,1,0.1872146118721461,0,0,852,0.0,5964
0.3921568627450981,0.8559322033898306,2,0.2328767123287671,1,0,972,0.12,8262
0.5098039215686275,0.3050847457627119,2,0.6027397260273972,1,0,1944,0.32,5994
0.05882352941176472,0.1271186440677966,2,0.0228310502283105,4,0,420,3.0,560
0.8431372549019608,0.20338983050847456,2,0.3242009132420091,0,0,1212,0.0,2525
0.6470588235294118,0.9322033898305085,0,0.0,1,1,360,0.11,3330
0.9803921568627451,0.11016949152542373,1,0.6986301369863014,0,1,2196,0.0,2562
0.6666666666666666,0.42372881355932207,1,0.4840182648401826,1,1,1632,0.24,6936
0.2549019607843137,0.06779661016949153,0,0.4657534246575342,5,0,1584,6.67,1188
0.1568627450980392,0.576271186440678,0,0.7899543378995434,0,0,2436,0.0,14007
0.9411764705882354,0.5423728813559322,2,0.949771689497717,3,0,2856,0.55,15470
0.05882352941176472,0.42372881355932207,1,0.639269406392694,0,0,2040,0.0,8670
0.9607843137254902,0.5,2,0.3424657534246575,3,0,1260,0.6,6300
0.17647058823529416,0.33898305084745767,1,0.1461187214611872,0,0,744,0.0,2542
0.5098039215686275,0.39830508474576276,1,0.6712328767123287,2,1,2124,0.5,8496
0.5882352941176471,0.7372881355932204,0,0.2237442922374429,1,0,948,0.14,6952
0.33333333333333337,0.711864406779661,1,0.45205479452054786,1,0,1548,0.14,10965
0.2549019607843137,0.864406779661017,0,0.8082191780821918,1,0,2484,0.12,21321
0.3529411764705882,0.4152542372881356,1,0.6210045662100456,2,0,1992,0.48,8300
0.5882352941176471,0.4152542372881356,0,0.2831050228310502,1,1,1104,0.24,4600
0.8039215686274509,0.29661016949152547,0,0.9041095890410958,2,0,2736,0.67,8208
0.7647058823529412,0.1440677966101695,0,0.8173515981735159,2,0,2508,1.33,3762
0.47058823529411764,0.39830508474576276,0,0.3470319634703196,5,0,1272,1.25,5088
0.8627450980392156,0.9745762711864407,1,0.6894977168949771,1,1,2172,0.1,20996
0.0,0.2627118644067797,0,0.0228310502283105,2,0,420,0.75,1120
0.07843137254901966,0.11016949152542373,1,0.319634703196347,1,0,1200,0.86,1400
0.7647058823529412,0.016949152542372885,0,0.6986301369863014,0,1,2196,0.0,549
0.4901960784313726,0.9745762711864407,0,0.0684931506849315,3,0,540,0.31,5220
0.17647058823529416,1.0,1,0.589041095890411,1,0,1908,0.1,18921
0.8431372549019608,0.44067796610169496,0,0.9452054794520547,0,1,2844,0.0,12561
0.3137254901960784,0.6610169491525424,0,0.4931506849315068,1,0,1656,0.15,10902
1.0,0.00847457627118644,1,0.7899543378995434,2,0,2436,12.0,406
0.1568627450980392,0.9576271186440678,0,0.182648401826484,2,0,840,0.21,7980
0.17647058823529416,0.2288135593220339,0,0.7168949771689498,2,1,2244,0.86,5236
0.5686274509803921,0.652542372881356,2,0.7625570776255707,2,1,2364,0.31,15366
0.05882352941176472,0.5423728813559322,1,0.9726027397260274,0,0,2916,0.0,15795
0.03921568627450983,0.8983050847457628,1,0.639269406392694,0,0,2040,0.0,18190
0.9411764705882354,0.6016949152542374,2,0.7031963470319634,3,1,2208,0.5,13248
0.4901960784313726,0.4915254237288136,0,0.7031963470319634,2,0,2208,0.41,10856
0.1960784313725491,0.7203389830508474,1,0.2191780821917808,3,0,936,0.42,6708
0.9215686274509803,0.29661016949152547,0,0.8082191780821918,0,1,2484,0.0,7452
0.019607843137254943,0.9830508474576272,0,0.3013698630136986,1,0,1152,0.1,11232
0.0,0.6779661016949152,1,0.1050228310502283,0,0,636,0.0,4293
0.5686274509803921,0.5,2,0.9863013698630138,3,1,2952,0.6,14760
0.2549019607843137,0.8898305084745763,1,0.1461187214611872,0,0,744,0.0,6572
0.7647058823529412,0.5847457627118644,2,0.4931506849315068,0,0,1656,0.0,9660
0.8627450980392156,0.6440677966101696,2,0.182648401826484,0,0,840,0.0,5390
0.43137254901960786,0.9661016949152542,0,0.39726027397260266,2,0,1404,0.21,13455
0.7450980392156864,0.3474576271186441,2,0.5753424657534246,0,0,1872,0.0,6552
0.07843137254901966,0.7372881355932204,1,0.7534246575342466,2,1,2340,0.27,17160
0.21568627450980393,0.788135593220339,2,0.9954337899543378,1,0,2976,0.13,23312
0.3921568627450981,0.1864406779661017,1,0.2191780821917808,1,1,936,0.52,1794
0.47058823529411764,0.00847457627118644,2,0.37899543378995426,4,1,1356,24.0,226
0.17647058823529416,0.016949152542372885,0,0.4429223744292238,3,0,1524,12.0,381
0.7843137254901961,0.2796610169491526,2,0.3835616438356164,2,0,1368,0.71,3876
0.09803921568627455,0.364406779661017,0,0.1050228310502283,1,0,636,0.27,2332
0.7647058823529412,0.8898305084745763,2,0.8904109589041095,2,0,2700,0.23,23850
0.9607843137254902,0.576271186440678,0,0.7031963470319634,2,0,2208,0.35,12696
0.8431372549019608,0.19491525423728814,0,0.680365296803653,3,0,2148,1.5,4296
0.8627450980392156,0.22033898305084745,2,0.497716894977169,3,0,1668,1.33,3753
0.17647058823529416,0.5,0,0.1141552511415525,1,1,660,0.2,3300
0.8039215686274509,0.8728813559322034,1,0.4794520547945206,4,0,1620,0.46,14040
0.05882352941176472,0.07627118644067796,2,0.6940639269406392,4,1,2184,4.8,1820
1.0,0.7627118644067796,2,0.9954337899543378,2,0,2976,0.26,22568
0.7254901960784313,0.39830508474576276,1,0.6118721461187214,3,0,1968,0.75,7872
0.8627450980392156,0.9322033898305085,0,0.8356164383561643,3,0,2556,0.32,23643
0.3921568627450981,0.1440677966101695,0,0.4200913242009132,2,0,1464,1.33,2196
0.33333333333333337,0.1694915254237288,1,0.5205479452054794,3,1,1728,1.71,3024
1.0,0.23728813559322035,0,0.1232876712328767,3,0,684,1.24,1653
0.607843137254902,0.19491525423728814,0,0.0228310502283105,3,1,420,1.5,840
0.5490196078431373,0.7796610169491526,1,0.8904109589041095,2,0,2700,0.26,20925
0.07843137254901966,0.8135593220338984,0,0.9406392694063926,2,0,2832,0.25,22892
0.6666666666666666,0.13559322033898305,0,0.6438356164383562,3,0,2052,2.12,2907
0.3137254901960784,0.9661016949152542,1,0.45205479452054786,5,0,1548,0.52,14835
0.607843137254902,0.00847457627118644,2,0.6301369863013698,2,0,2016,12.0,336
0.3921568627450981,0.288135593220339,2,0.5159817351598174,1,0,1716,0.34,5005
0.019607843137254943,0.7711864406779662,1,0.1598173515981735,0,0,780,0.0,5980
0.23529411764705888,0.8135593220338984,1,0.7808219178082191,2,0,2412,0.25,19497
0.019607843137254943,0.1864406779661017,2,0.6164383561643835,0,0,1980,0.0,3795
0.8823529411764707,0.04237288135593221,1,0.3287671232876712,1,0,1224,2.0,612
0.019607843137254943,0.4491525423728814,0,0.6073059360730594,0,1,1956,0.0,8802
0.33333333333333337,0.46610169491525427,0,0.776255707762557,3,1,2400,0.64,11200
0.4901960784313726,0.7796610169491526,2,0.6073059360730594,2,0,1956,0.26,15159
0.37254901960784315,0.025423728813559324,1,0.8036529680365296,1,1,2472,3.0,824
0.8823529411764707,0.6186440677966102,2,0.5707762557077626,1,0,1860,0.16,11470
0.2549019607843137,0.25423728813559326,0,0.7260273972602739,2,0,2268,0.77,5859
0.8431372549019608,0.7627118644067796,1,0.6621004566210046,0,0,2100,0.0,15925
0.4901960784313726,0.9576271186440678,0,0.0,0,0,360,0.0,3420
0.4117647058823529,0.516949152542373,1,0.680365296803653,0,1,2148,0.0,11098
0.3529411764705882,0.5847457627118644,0,0.0319634703196347,3,1,444,0.51,2590
0.1568627450980392,0.7627118644067796,2,0.39726027397260266,3,0,1404,0.4,10647
0.6274509803921569,0.8474576271186441,0,0.2191780821917808,2,1,936,0.24,7878
0.23529411764705888,0.07627118644067796,2,0.3287671232876712,2,0,1224,2.4,1020
0.03921568627450983,0.07627118644067796,2,0.1324200913242009,1,0,708,1.2,590
0.9607843137254902,0.8135593220338984,2,0.9178082191780822,2,0,2772,0.25,22407
0.823529411764706,0.728813559322034,0,0.045662100456621,2,0,480,0.28,3480
0.5882352941176471,0.8389830508474576,1,0.9863013698630138,2,0,2952,0.24,24600
0.607843137254902,0.288135593220339,2,0.954337899543379,4,1,2868,1.37,8365
0.3137254901960784,0.288135593220339,2,0.5799086757990867,0,0,1884,0.0,5495
0.5686274509803921,0.3135593220338983,0,0.3333333333333333,1,0,1236,0.32,3914
0.05882352941176472,0.7966101694915254,2,0.5570776255707762,3,0,1824,0.38,14440
0.13725490196078433,0.1694915254237288,0,0.406392694063927,1,0,1428,0.57,2499
0.21568627450980393,0.0,2,0.9132420091324202,5,1,2760,60.0,230
0.2941176470588236,0.3559322033898305,0,0.4794520547945206,3,1,1620,0.84,5805
0.1568627450980392,0.3559322033898305,1,0.9817351598173515,1,0,2940,0.28,10535
0.6666666666666666,0.2796610169491526,1,0.8538812785388127,0,1,2604,0.0,7378
0.8431372549019608,0.5338983050847458,1,0.8173515981735159,3,1,2508,0.56,13376
0.4117647058823529,0.516949152542373,1,0.7579908675799086,2,0,2352,0.39,12152
0.7843137254901961,0.4915254237288136,1,0.41552511415525106,0,1,1452,0.0,7139
0.8431372549019608,0.711864406779661,0,0.7625570776255707,1,0,2364,0.14,16745
0.27450980392156865,0.4322033898305085,0,0.39726027397260266,5,0,1404,1.15,6084
0.8627450980392156,0.3220338983050848,2,0.4383561643835616,2,1,1512,0.62,4914
0.9019607843137255,0.4322033898305085,0,0.9406392694063926,2,1,2832,0.46,12272
0.7254901960784313,0.9067796610169492,1,0.0228310502283105,1,0,420,0.11,3780
0.7843137254901961,0.364406779661017,1,0.9908675799086758,0,1,2964,0.0,10868
0.5490196078431373,0.4745762711864407,0,0.4840182648401826,2,0,1632,0.42,7752
0.8627450980392156,0.788135593220339,0,0.6118721461187214,4,1,1968,0.51,15416
0.7647058823529412,0.4576271186440678,1,0.0776255707762557,0,0,564,0.0,2585
0.8823529411764707,0.364406779661017,2,0.7625570776255707,1,1,2364,0.27,8668
0.21568627450980393,0.728813559322034,2,0.1872146118721461,4,0,852,0.55,6177
0.8823529411764707,0.24576271186440676,1,0.7579908675799086,1,1,2352,0.4,5880
0.1960784313725491,0.5,0,0.7168949771689498,2,0,2244,0.4,11220
0.37254901960784315,0.15254237288135591,0,0.5799086757990867,3,0,1884,1.89,2983
0.9411764705882354,0.9491525423728814,0,0.41552511415525106,6,0,1452,0.64,13673
0.03921568627450983,0.5,0,0.3150684931506849,5,1,1188,1.0,5940
0.37254901960784315,0.6610169491525424,2,0.43378995433789946,2,0,1500,0.3,9875
0.17647058823529416,0.38135593220338987,0,0.3881278538812786,1,0,1380,0.26,5290
0.019607843137254943,1.0,2,0.6575342465753424,1,0,2088,0.1,20706
0.9215686274509803,0.9745762711864407,0,0.7990867579908675,2,0,2460,0.21,23780
0.3137254901960784,0.7203389830508474,0,0.4429223744292238,2,0,1524,0.28,10922
0.9803921568627451,0.059322033898305086,2,0.37899543378995426,5,1,1356,7.5,904
0.5490196078431373,0.4576271186440678,2,0.7945205479452054,2,0,2448,0.44,11220
0.5686274509803921,0.3050847457627119,0,0.8036529680365296,0,0,2472,0.0,7622
0.607843137254902,0.1694915254237288,2,0.3059360730593607,1,0,1164,0.57,2037
0.05882352941176472,0.7033898305084746,0,0.045662100456621,4,0,480,0.57,3360
0.47058823529411764,0.3135593220338983,0,0.0228310502283105,2,0,420,0.63,1330
0.2941176470588236,0.923728813559322,1,0.502283105022831,0,1,1680,0.0,15400
0.43137254901960786,0.6694915254237288,1,0.5981735159817351,1,0,1932,0.15,12880
0.4901960784313726,0.19491525423728814,1,0.6666666666666666,1,0,2112,0.5,4224
0.13725490196078433,0.652542372881356,1,0.771689497716895,0,1,2388,0.0,15522
0.23529411764705888,0.5593220338983051,1,0.6073059360730594,4,0,1956,0.72,10921
0.8039215686274509,0.9152542372881356,0,0.1552511415525114,4,1,768,0.44,6976
0.1568627450980392,0.8983050847457628,0,0.6255707762557078,1,0,2004,0.11,17869
0.09803921568627455,0.8983050847457628,0,0.5707762557077626,2,0,1860,0.22,16585
0.07843137254901966,0.3474576271186441,2,0.8310502283105022,2,0,2544,0.57,8904
0.6274509803921569,0.3050847457627119,2,0.867579908675799,3,0,2640,0.97,8140
0.09803921568627455,0.04237288135593221,1,0.4474885844748858,1,1,1536,2.0,768
0.5686274509803921,0.9830508474576272,0,0.639269406392694,2,0,2040,0.21,19890
0.9019607843137255,0.864406779661017,1,0.2100456621004566,1,0,912,0.12,7828
0.3137254901960784,0.652542372881356,0,0.7534246575342466,0,0,2340,0.0,15210
0.09803921568627455,0.652542372881356,1,0.3013698630136986,0,0,1152,0.0,7488
0.1960784313725491,0.2796610169491526,0,0.7031963470319634,2,1,2208,0.71,6256
0.2941176470588236,0.5,0,0.2054794520547945,1,0,900,0.2,4500
0.5686274509803921,0.923728813559322,1,0.2968036529680365,3,0,1140,0.33,10450
0.21568627450980393,0.06779661016949153,2,0.771689497716895,3,1,2388,4.0,1791
0.7843137254901961,0.6864406779661018,0,0.2100456621004566,2,0,912,0.29,6232
0.23529411764705888,0.5508474576271186,1,0.7990867579908675,1,0,2460,0.18,13530
0.23529411764705888,0.3050847457627119,1,0.1689497716894977,0,0,804,0.0,2479
0.1568627450980392,0.00847457627118644,0,0.5159817351598174,2,0,1716,12.0,286
0.5686274509803921,0.516949152542373,1,0.6301369863013698,3,0,2016,0.58,10416
0.3921568627450981,0.06779661016949153,0,0.1050228310502283,3,0,636,4.0,477
0.7843137254901961,0.19491525423728814,2,0.2237442922374429,2,0,948,1.0,1896
0.9019607843137255,0.7542372881355932,0,0.6438356164383562,4,1,2052,0.53,15390
0.07843137254901966,0.9491525423728814,0,0.7260273972602739,1,0,2268,0.11,21357
0.23529411764705888,0.00847457627118644,1,0.1689497716894977,3,1,804,18.0,134
0.9803921568627451,0.39830508474576276,1,0.48858447488584467,1,0,1644,0.25,6576
0.4509803921568628,0.9745762711864407,1,0.2831050228310502,2,1,1104,0.21,10672
0.5490196078431373,0.1271186440677966,2,0.9452054794520547,2,0,2844,1.5,3792
0.43137254901960786,0.24576271186440676,1,0.7488584474885844,0,1,2328,0.0,5820
0.9019607843137255,0.8728813559322034,2,0.36986301369863017,1,0,1332,0.12,11544
0.3529411764705882,0.4152542372881356,1,0.9726027397260274,3,0,2916,0.72,12150
0.05882352941176472,0.24576271186440676,1,0.6712328767123287,1,0,2124,0.4,5310
0.9411764705882354,0.38135593220338987,1,0.9863013698630138,1,0,2952,0.26,11316
0.607843137254902,0.3050847457627119,2,0.2785388127853881,0,0,1092,0.0,3367
0.7843137254901961,0.923728813559322,2,0.8310502283105022,0,1,2544,0.0,23320
0.019607843137254943,1.0,1,0.7899543378995434,1,0,2436,0.1,24157
0.7450980392156864,0.8813559322033898,1,0.0273972602739726,4,0,432,0.46,3780
0.5490196078431373,0.5254237288135594,1,0.9086757990867579,1,0,2748,0.19,14427
0.6862745098039217,0.8983050847457628,1,0.2876712328767123,1,1,1116,0.11,9951
0.4117647058823529,0.7033898305084746,0,0.0593607305936073,3,0,516,0.43,3612
0.2941176470588236,0.10169491525423728,2,0.136986301369863,2,0,720,1.85,780
0.8431372549019608,0.2711864406779661,2,0.867579908675799,1,0,2640,0.36,7260
0.5098039215686275,0.8389830508474576,2,0.6940639269406392,5,0,2184,0.6,18200
0.23529411764705888,0.728813559322034,2,0.5525114155251142,1,0,1812,0.14,13137
0.6274509803921569,0.8135593220338984,0,0.319634703196347,1,0,1200,0.12,9700
0.019607843137254943,0.288135593220339,2,0.8401826484018264,4,0,2568,1.37,7490
0.7450980392156864,0.788135593220339,0,0.8995433789954338,0,0,2724,0.0,21338
0.6470588235294118,0.8898305084745763,1,0.6712328767123287,2,1,2124,0.23,18762
0.2549019607843137,0.8389830508474576,1,0.7031963470319634,0,0,2208,0.0,18400
0.09803921568627455,0.8983050847457628,0,0.9954337899543378,0,0,2976,0.0,26536
0.0,0.42372881355932207,0,0.9452054794520547,2,0,2844,0.47,12087
0.4901960784313726,0.11864406779661016,0,0.3515981735159817,2,1,1284,1.6,1605
0.4117647058823529,0.9915254237288136,2,0.8127853881278538,2,0,2496,0.2,24544
0.17647058823529416,0.211864406779661,2,0.47031963470319627,0,0,1596,0.0,3458
0.9607843137254902,0.8474576271186441,0,0.4200913242009132,4,1,1464,0.48,12322
0.27450980392156865,0.4576271186440678,2,0.1095890410958904,3,0,648,0.65,2970
0.6470588235294118,0.5932203389830508,2,0.9452054794520547,1,0,2844,0.17,16827
0.5490196078431373,0.3559322033898305,1,0.41552511415525106,3,0,1452,0.84,5203
0.21568627450980393,0.4152542372881356,1,0.9726027397260274,2,0,2916,0.48,12150
0.17647058823529416,0.4745762711864407,1,0.7899543378995434,1,0,2436,0.21,11571
0.47058823529411764,0.9830508474576272,1,0.1004566210045662,0,0,624,0.0,6084
0.07843137254901966,0.2627118644067797,1,0.9178082191780822,5,1,2772,1.88,7392
0.47058823529411764,0.0847457627118644,1,0.6757990867579908,4,0,2136,4.36,1958
0.7647058823529412,0.7372881355932204,1,0.1004566210045662,3,0,624,0.41,4576
0.23529411764705888,0.9661016949152542,1,0.6164383561643835,1,0,1980,0.1,18975
0.7647058823529412,0.11016949152542373,2,0.7123287671232876,2,0,2232,1.71,2604
0.2549019607843137,0.10169491525423728,2,0.9817351598173515,4,1,2940,3.69,3185
0.019607843137254943,0.652542372881356,2,0.9269406392694063,2,1,2796,0.31,18174
0.03921568627450983,0.635593220338983,1,0.48858447488584467,2,0,1644,0.32,10412
0.9411764705882354,0.2796610169491526,1,0.0365296803652968,5,1,456,1.76,1292
0.019607843137254943,0.576271186440678,2,0.6529680365296803,1,0,2076,0.17,11937
0.7843137254901961,0.5423728813559322,0,0.3835616438356164,3,0,1368,0.55,7410
0.6666666666666666,0.6610169491525424,2,0.867579908675799,2,0,2640,0.3,17380
0.37254901960784315,0.2627118644067797,0,0.045662100456621,5,1,480,1.88,1280
0.019607843137254943,0.364406779661017,0,0.2328767123287671,1,0,972,0.27,3564
0.1960784313725491,0.8559322033898306,1,0.730593607305936,2,1,2280,0.24,19380
0.3529411764705882,0.4067796610169492,0,0.9178082191780822,1,0,2772,0.24,11319
0.5686274509803921,0.3898305084745763,2,0.43378995433789946,3,0,1500,0.77,5875
0.8627450980392156,0.5932203389830508,0,0.4611872146118722,4,0,1572,0.68,9301
0.823529411764706,0.3050847457627119,0,0.5616438356164383,1,0,1836,0.32,5661
0.03921568627450983,0.1271186440677966,1,0.0684931506849315,2,0,540,1.5,720
0.9607843137254902,0.44067796610169496,1,0.4611872146118722,1,0,1572,0.23,6943
0.1568627450980392,0.0,0,0.6712328767123287,1,0,2124,12.0,177
0.6274509803921569,0.3728813559322034,2,0.4748858447488584,0,0,1608,0.0,6030
0.5882352941176471,1.0,0,0.4931506849315068,3,0,1656,0.3,16422
0.823529411764706,0.1694915254237288,2,0.730593607305936,5,0,2280,2.86,3990
0.9607843137254902,0.2627118644067797,2,0.9041095890410958,2,0,2736,0.75,7296
0.37254901960784315,0.6694915254237288,1,0.3881278538812786,5,0,1380,0.75,9200
0.5686274509803921,0.9830508474576272,1,0.771689497716895,5,1,2388,0.51,23283
0.13725490196078433,0.1694915254237288,2,0.9360730593607306,1,0,2820,0.57,4935
0.9019607843137255,0.19491525423728814,0,0.771689497716895,2,1,2388,1.0,4776
0.4117647058823529,0.48305084745762716,2,0.7214611872146118,1,0,2256,0.21,10904
0.17647058823529416,0.8728813559322034,1,0.1689497716894977,2,1,804,0.23,6968
0.6862745098039217,0.9152542372881356,2,0.2374429223744292,1,0,984,0.11,8938
0.9215686274509803,0.16101694915254236,2,0.41552511415525106,3,0,1452,1.8,2420
0.11764705882352944,0.00847457627118644,1,0.7397260273972602,1,1,2304,6.0,384
0.5294117647058824,0.5593220338983051,0,0.406392694063927,4,0,1428,0.72,7973
0.6862745098039217,0.4491525423728814,1,0.9406392694063926,2,1,2832,0.44,12744
0.5490196078431373,0.22033898305084745,0,0.319634703196347,2,0,1200,0.89,2700
0.5882352941176471,0.4576271186440678,1,0.9041095890410958,1,1,2736,0.22,12540
0.3137254901960784,0.48305084745762716,0,0.0867579908675799,5,0,588,1.03,2842
0.6274509803921569,0.06779661016949153,1,0.8812785388127854,2,1,2676,2.67,2007
0.7058823529411765,0.7542372881355932,2,0.8082191780821918,0,1,2484,0.0,18630
0.4901960784313726,0.1271186440677966,1,0.6301369863013698,6,1,2016,4.5,2688
0.6274509803921569,0.09322033898305085,2,0.0045662100456621,2,1,372,2.0,372
0.9215686274509803,0.8305084745762712,2,0.3013698630136986,1,0,1152,0.12,9504
0.1568627450980392,0.10169491525423728,1,0.7534246575342466,2,0,2340,1.85,2535
